Year,Month,Day,temperature,humidity,precipitation
2023,10,17,10.3,91,20.7
2023,10,16,14.3,87.5,4
2023,10,15,15.89,79,1.7
2023,10,14,15.75,81,1.5
2023,10,13,12.1,79,5.2
2023,10,12,11.45,86.5,0
2023,10,11,12.8,82,0
2023,10,10,13.85,83.5,15
2023,10,9,14.95,83,7.8
2023,10,8,15.6,82.5,0
2023,10,7,13.5,81,0
2023,10,6,12.6,91,0
2023,10,5,13.35,91,0
2023,10,4,13.2,81,0
2023,10,3,11.75,87,0
2023,10,2,11.55,90,10.1
2023,10,1,11.1,85,0
2023,9,30,11.7,89,0
2023,9,29,10.8,87,0.4
2023,9,28,12.45,89,1.4
2023,9,27,12.75,92.5,5.5
2023,9,26,14.8,81.5,1.8
2023,9,25,14.25,91.5,9.1
2023,9,24,14.1,73.5,3.7
2023,9,23,14.55,81.5,1.6
2023,9,22,14.75,66.5,0
2023,9,21,12.7,84,0
2023,9,20,13.15,86,0.2
2023,9,19,14.75,76,8.3
2023,9,18,14.65,77,0.7
2023,9,17,15.55,72.5,0
2023,9,16,17.14,70,0
2023,9,15,15.6,75,0
2023,9,14,15.65,82.5,0
2023,9,13,16.64,83.5,0
2023,9,12,15.65,79,0
2023,9,11,18.25,77.5,0
2023,9,10,19.05,69.5,0
2023,9,9,15.8,77,0
2023,9,8,14.7,82,0
2023,9,7,16.2,81.5,0
2023,9,6,16.1,75,0
2023,9,5,16.8,71,0
2023,9,4,16.14,80,0
2023,9,3,17.14,80.5,0.6
2023,9,2,18,83.5,0
2023,9,1,17.6,85,0
2023,8,31,17.1,91.5,2.8
2023,8,30,18.1,73.5,0.3
2023,8,29,15.85,89.5,17
2023,8,28,18.89,75,0
2023,8,27,19.1,72,0
2023,8,26,17.1,77,0
2023,8,25,16.89,84.5,0
2023,8,24,15.2,81.5,0
2023,8,23,16.89,67.5,0
2023,8,22,16.55,65.5,0
2023,8,21,16.39,76,0
2023,8,20,15.8,84.5,0
2023,8,19,14,73.5,0
2023,8,18,17.8,62.5,0
2023,8,17,20.25,76.5,0
2023,8,16,20.2,81,0
2023,8,15,21.35,72,0
2023,8,14,21,79.5,0
2023,8,13,20.8,82.5,0
2023,8,12,20.3,80,0
2023,8,11,18.45,73.5,0
2023,8,10,18.55,76,2.4
2023,8,9,19.54,85,11.8
2023,8,8,19.45,78,0
2023,8,7,20.05,80,0
2023,8,6,19.29,78.5,0
2023,8,5,20.55,72.5,0
2023,8,4,19.35,68,0
2023,8,3,19.35,71.5,0
2023,8,2,18.5,71.5,0
2023,8,1,18.14,70.5,0
2023,7,31,17.79,60,0
2023,7,30,18.45,63.5,0
2023,7,29,19.39,65.5,0
2023,7,28,18.7,70,0
2023,7,27,18.2,72.5,0
2023,7,26,17.35,76.5,0
2023,7,25,16.89,76.5,1.7
2023,7,24,16.79,83.5,18.8
2023,7,23,19.14,71,0
2023,7,22,20.3,67,0
2023,7,21,20.2,65.5,0
2023,7,20,22.4,62.5,0
2023,7,19,20.1,66.5,0
2023,7,18,17.8,67,0
2023,7,17,20.6,59,0
2023,7,16,20.1,64,0
2023,7,15,21.8,60.5,0
2023,7,14,19.25,66,0
2023,7,13,18.45,63,0
2023,7,12,19.14,67.5,0
2023,7,11,18.14,64,0
2023,7,10,16.89,65,0
2023,7,9,18.8,65,0
2023,7,8,18.14,69.5,0
2023,7,7,18.64,69,0
2023,7,6,20.39,74,0
2023,7,5,20.2,70,0
2023,7,4,20.3,69,0
2023,7,3,18.39,67.5,0
2023,7,2,18.29,65,0
2023,7,1,17.14,59.5,0
2023,6,30,17.64,73,0
2023,6,29,19.35,68.5,0
2023,6,28,19.39,65.5,0
2023,6,27,17.5,69.5,0
2023,6,26,17.89,67.5,0
2023,6,25,16.2,73.5,0
2023,6,24,16.64,67.5,0
2023,6,23,18.45,68.5,0
2023,6,22,16.3,80.5,0
2023,6,21,15.9,71.5,0
2023,6,20,13.45,82.5,0
2023,6,19,12.1,82.5,4.4
2023,6,18,12.65,69,0
2023,6,17,15.39,69.5,0
2023,6,16,17.14,73.5,0
2023,6,15,15.95,66,0
2023,6,14,14.25,70.5,0
2023,6,13,16.3,79.5,0.9
2023,6,12,17.39,78,0
2023,6,11,15.64,84.5,0
2023,6,10,13,94,8.9
2023,6,9,14.45,79.5,5.7
2023,6,8,17.5,64.5,0
2023,6,7,19.05,63,0
2023,6,6,17.45,65.5,0
2023,6,5,15.65,64,0
2023,6,4,16.7,53,0
2023,6,3,15.95,60.5,0
2023,6,2,15.4,61,0
2023,6,1,13.65,67,0
2023,5,31,13.64,70,0
2023,5,30,13.65,66.5,0
2023,5,29,15.1,72.5,0
2023,5,28,15.35,72,0
2023,5,27,16.8,81.5,0
2023,5,26,16.6,82.5,0
2023,5,25,15.2,77.5,0
2023,5,24,14.14,78,0
2023,5,23,12.3,75,0
2023,5,22,13.8,80.5,0.5
2023,5,21,15.2,75,0
2023,5,20,16.35,77,0
2023,5,19,17.05,76.5,0
2023,5,18,19.79,74.5,0
2023,5,17,16.95,76,0
2023,5,16,18,72.5,0
2023,5,15,18.5,64,0
2023,5,14,17.39,72,0
2023,5,13,15.85,69.5,0
2023,5,12,15.35,69.5,0
2023,5,11,14.95,70,0
2023,5,10,12.65,79.5,0
2023,5,9,12.6,77,0
2023,5,8,10.14,81.5,0
2023,5,7,11.6,77.5,0
2023,5,6,11.05,83.5,0
2023,5,5,11.1,93,15.6
2023,5,4,15.4,81,0
2023,5,3,15.05,78.5,0
2023,5,2,13.05,82,0
2023,5,1,11.25,86,0
2023,4,30,12.3,84,0
2023,4,29,15.25,64.5,0
2023,4,28,11.3,80,0
2023,4,27,9.75,88.5,0
2023,4,26,11.25,85,1.4
2023,4,25,10.45,79,0
2023,4,24,8.25,79.5,0.2
2023,4,23,9.8,84.5,8.7
2023,4,22,9.39,84,7.4
2023,4,21,8.15,83,0.2
2023,4,20,6.8,76.5,17.9
2023,4,19,7.95,78,2.8
2023,4,18,7.45,82,0.9
2023,4,17,6.15,73.5,1.9
2023,4,16,8.5,86.5,9.9
2023,4,15,8.55,80.5,5
2023,4,14,6.05,77,0
2023,4,13,7.1,75.5,0
2023,4,12,5.19,70.5,0
2023,4,11,8,72.5,6.2
2023,4,10,7.69,85.5,0
2023,4,9,9.3,91,9.1
2023,4,8,8.35,90,4.4
2023,4,7,11.25,79,5.2
2023,4,6,8.8,79,9.9
2023,4,5,5.85,72.5,0
2023,4,4,6.19,72.5,0
2023,4,3,4.75,82,0
2023,4,2,5.09,83.5,8.1
2023,4,1,6.8,72,0
2023,3,31,6.55,85.5,4
2023,3,30,7.44,61.5,0
2023,3,29,7.44,62,0
2023,3,28,8.5,55.5,0
2023,3,27,5.9,77,0
2023,3,26,4.59,76,0
2023,3,25,4.5,84.5,2.9
2023,3,24,5.65,79,0.3
2023,3,23,7.9,77.5,0.2
2023,3,22,6.45,82,0
2023,3,21,8.6,93.5,0
2023,3,20,8.65,91,4.2
2023,3,19,6.8,74,0
2023,3,18,7.85,72.5,0
2023,3,17,4.75,80,0
2023,3,16,3.5,79,0
2023,3,15,5.25,76.5,0.8
2023,3,14,5.85,72,0
2023,3,13,7.4,76.5,7.3
2023,3,12,6.15,79.5,4.9
2023,3,11,5.94,84.5,2.4
2023,3,10,5.3,70,0
2023,3,9,6.6,74,0
2023,3,8,4.8,74,0.4
2023,3,7,6.5,67.5,0
2023,3,6,6.55,73,0.2
2023,3,5,5.3,78,0
2023,3,4,3.7,83.5,4.5
2023,3,3,4.3,79.5,3
2023,3,2,5.6,82.5,2.6
2023,3,1,2.25,91.5,0.7
2023,2,28,1.85,85.5,14.8
2023,2,27,1.9,85,3.3
2023,2,26,3.15,80.5,6.9
2023,2,25,-1.2,72.5,6
2023,2,24,-3.85,54,0
2023,2,23,-1.1,39,0
2023,2,22,0.3,66.5,0.2
2023,2,21,4.95,84.5,0.4
2023,2,20,7.55,89.5,2.9
2023,2,19,6.69,84.5,0.2
2023,2,18,6.1,91.5,1.1
2023,2,17,4.4,87,4.8
2023,2,16,4.25,81,2.3
2023,2,15,2.5,82.5,0
2023,2,14,3.45,78,0
2023,2,13,4.75,81,0.3
2023,2,12,5.35,97.5,3.5
2023,2,11,4.45,92.5,0
2023,2,10,7.05,83,0.2
2023,2,9,6.75,84.5,1.1
2023,2,8,3.85,87.5,0
2023,2,7,8,88,18.4
2023,2,6,6.9,94.5,0
2023,2,5,6.8,94,3.7
2023,2,4,8.4,90,0.9
2023,2,3,5.85,80,1
2023,2,2,4,80.5,0
2023,2,1,3.05,86.5,2.8
2023,1,31,0.3,80,3.3
2023,1,30,-2.15,68.5,0
2023,1,29,-0.79,50.5,0
2023,1,28,3.95,68.5,0
2023,1,27,5.75,92,1.3
2023,1,26,5.44,100,2.7
2023,1,25,6.25,98,0
2023,1,24,5.35,99.5,3.9
2023,1,23,4.4,98,1.8
2023,1,22,4.55,92.5,0
2023,1,21,3.1,96.5,11.1
2023,1,20,4.4,88.5,0
2023,1,19,3.89,91.5,0
2023,1,18,6.4,92,3.3
2023,1,17,6.95,97.5,14.1
2023,1,16,7.3,96,21.2
2023,1,15,6.85,92.5,3.2
2023,1,14,9.85,84.5,1.8
2023,1,13,10.19,99.5,8.1
2023,1,12,8.89,92.5,18.3
2023,1,11,6.45,78,0
2023,1,10,6.25,92,1.9
2023,1,9,6.8,82.5,0.2
2023,1,8,5,96.5,8.1
2023,1,7,8.15,87.5,10.2
2023,1,6,8.35,79.5,3.4
2023,1,5,8.69,81.5,2.3
2023,1,4,5.5,70.5,1.5
2023,1,3,2.9,88.5,1
2023,1,2,2.4,94.5,0
2023,1,1,5,94.5,0
2022,12,31,5.9,91,3.8
2022,12,30,7.8,90,12.7
2022,12,29,4.84,95.5,2.9
2022,12,28,5.8,84.5,3.8
2022,12,27,8.1,99,28.8
2022,12,26,9.5,87,18.2
2022,12,25,5.5,100,16.1
2022,12,24,4.05,100,28.2
2022,12,23,-3,95.5,11.9
2022,12,22,-10.15,63,0
2022,12,21,-9.94,63,0.2
2022,12,20,-7.6,86.5,24.2
2022,12,19,-7.15,80,4
2022,12,18,-1.6,84,8.8
2022,12,17,2.4,98.5,2.1
2022,12,16,1.04,96.5,0
2022,12,15,1.8,96.5,0
2022,12,14,2.45,90.5,0
2022,12,13,2.25,89,0.3
2022,12,12,3.3,85.5,0
2022,12,11,6.05,97.5,0.4
2022,12,10,5.9,92,11.3
2022,12,9,2.75,91,2.9
2022,12,8,3.8,88,4.5
2022,12,7,4.15,85.5,2.3
2022,12,6,1.65,96,0.4
2022,12,5,-2,92,0
2022,12,4,-0.89,83.5,0
2022,12,3,0.7,74.5,0
2022,12,2,-1.5,83.5,0
2022,12,1,-2.55,80,0
2022,11,30,1.2,78.5,1.2
2022,11,29,-1.5,75.5,10
2022,11,28,0.29,70.5,0
2022,11,27,5.55,76,0
2022,11,26,4.75,94.5,0
2022,11,25,7.15,86.5,12.4
2022,11,24,7.69,89,0
2022,11,23,6.6,95.5,0
2022,11,22,7.55,90.5,16
2022,11,21,6,82.5,0.5
2022,11,20,2.45,78,0.4
2022,11,19,0.79,84.5,0
2022,11,18,0.79,77.5,0
2022,11,17,5,72.5,0
2022,11,16,3.25,99.5,0
2022,11,15,2.75,96.5,0
2022,11,14,3.34,92,0
2022,11,13,4.3,90,0
2022,11,12,2.95,90.5,0
2022,11,11,4.64,84,0
2022,11,10,3.95,76.5,0
2022,11,9,0.79,73,0
2022,11,8,2.04,78.5,1
2022,11,7,2.5,76,2.2
2022,11,6,3.6,93.5,14.3
2022,11,5,5.65,77,0
2022,11,4,7.45,82,31.6
2022,11,3,4,90,24.2
2022,11,2,5.7,82.5,0
2022,11,1,5.95,83,0
2022,10,31,8.94,91,1.6
2022,10,30,10.9,89,25.2
2022,10,29,10.3,86,0
2022,10,28,11.14,85,2.1
2022,10,27,10.25,93,17
2022,10,26,7.44,85,4.3
2022,10,25,8.8,93.5,17.2
2022,10,24,10.35,86,13
2022,10,23,7.6,83,6.7
2022,10,22,9.05,85.5,0.2
2022,10,21,10.3,83,1.4
2022,10,20,13.15,78.5,0
2022,10,19,9.85,99.5,0
2022,10,18,11.8,87.5,0
2022,10,17,14.14,84.5,0
2022,10,16,13.1,74,0
2022,10,15,12.05,86.5,0
2022,10,14,12.35,83.5,0
2022,10,13,11.89,85,0
2022,10,12,10.95,87.5,0
2022,10,11,12.55,84,0
2022,10,10,14.3,81,0
2022,10,9,14.39,89,0
2022,10,8,14.25,87.5,0
2022,10,7,15.2,84.5,0
2022,10,6,14,89.5,0
2022,10,5,14.95,89.5,0
2022,10,4,15.35,85,0
2022,10,3,14.65,78,0
2022,10,2,14.75,88,0
2022,10,1,14.25,90,0
2022,9,30,14.5,91.5,0
2022,9,29,15.75,84,0
2022,9,28,16.75,81.5,0.2
2022,9,27,16.55,76.5,0
2022,9,26,15.8,79,0
2022,9,25,15,85.5,0
2022,9,24,15.75,85,0
2022,9,23,15.15,84.5,0
2022,9,22,14.85,72,0
